Crop_Type,Soil_Type,Pesticide_Use_Category,Estimated_Insects_Count,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
Rabi,Alluvial,Bactericides,2401,40,56,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2541,10,55,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2687,20,60,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2840,30,47,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,3164,20,62,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,3164,40,55,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,488,40,12,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,531,40,35,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,677,10,30,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,851,30,38,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,850,30,38,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,851,15,28,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,1056,20,40,0,Winter,Significant Damage
Kharif,Black-Cotton,Bactericides,1056,40,40,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1132,40,36,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1296,30,20,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1785,20,50,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1785,30,45,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,2688,20,51,0,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1212,40,29,12,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1575,20,21,6,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1576,40,21,10,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1785,20,42,5,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1785,20,44,1,Winter,Significant Damage
Rabi,Alluvial,Herbicides,1785,20,44,4,Winter,Significant Damage
Rabi,Alluvial,Herbicides,1898,30,51,3,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2015,40,12,17,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2138,20,42,8,Winter,Significant Damage
Rabi,Alluvial,Herbicides,2139,80,42,10,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2267,60,46,7,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2402,50,40,7,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2542,20,39,13,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2688,25,45,6,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,915,30,41,5,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,984,40,26,16,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1056,20,39,1,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,1132,30,39,3,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1212,20,20,19,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,1478,20,10,26,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1576,10,23,20,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1785,10,36,7,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2267,10,14,34,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,3516,5,40,20,Summer,Significant Damage
Kharif,Alluvial,Herbicides,1898,20,25,16,Winter,Significant Damage
Kharif,Alluvial,Herbicides,2267,20,48,7,Summer,Significant Damage
Rabi,Alluvial,Insecticides,1478,0,0,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Insecticides,1785,0,0,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,448,10,26,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,448,35,26,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,577,40,32,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,577,20,31,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,625,25,34,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,626,20,35,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,625,30,35,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,625,40,35,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,731,55,36,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,790,20,18,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,915,60,47,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1132,40,44,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1212,25,47,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1212,50,43,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1296,40,50,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1296,20,42,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1478,30,49,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1478,20,48,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1575,20,50,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1678,5,52,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1678,20,52,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1785,25,48,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1785,20,43,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1786,30,45,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1898,60,52,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,2016,40,43,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,2267,5,50,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2542,15,50,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2840,5,56,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,3164,10,63,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,488,20,32,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,1056,60,40,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1056,20,41,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1132,30,40,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1132,20,42,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1132,40,42,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1212,20,37,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,1296,40,43,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1297,10,30,0,Winter,Significant Damage
Kharif,Black-Cotton,Bactericides,1678,25,40,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1785,20,50,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1898,10,36,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,2401,10,50,0,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1385,30,37,15,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1576,40,48,3,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1575,30,38,13,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1678,40,42,4,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1785,20,29,10,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1785,20,30,19,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2267,40,52,2,Winter,Significant Damage
Rabi,Alluvial,Herbicides,2688,30,42,12,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2999,15,50,7,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,3702,40,45,15,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,448,30,34,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,851,60,30,9,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,984,60,20,5,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,2016,20,25,15,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2139,40,33,14,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2688,20,44,40,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,2687,10,44,10,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,2999,20,45,13,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,3896,50,36,20,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,984,10,25,16,Summer,Significant Damage
Rabi,Black-Cotton,Insecticides,1132,0,0,0,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,1576,0,0,0,Summer,Significant Damage
Kharif,Alluvial,Insecticides,1678,0,0,0,Winter,Significant Damage
Kharif,Black-Cotton,Insecticides,1898,0,0,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Insecticides,2999,0,0,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,531,40,30,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,626,50,34,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,677,20,35,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,789,10,34,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,789,40,36,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,851,40,37,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,851,25,36,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,984,20,40,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1056,30,40,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1132,20,50,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1132,30,38,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1297,20,44,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1297,20,45,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1296,30,34,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1385,40,43,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1576,30,44,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1678,20,43,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1785,20,52,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1898,20,46,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1898,20,46,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2016,30,50,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,2016,20,57,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2139,25,49,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2267,30,53,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2267,20,61,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,2401,5,54,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,2541,30,51,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2840,10,55,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2840,45,56,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2840,5,45,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2840,40,52,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,3337,20,60,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,3516,20,65,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,577,30,30,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,626,10,33,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,851,20,8,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,850,20,34,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,851,30,36,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1212,40,35,0,Winter,Significant Damage
Kharif,Black-Cotton,Bactericides,1297,20,46,0,Winter,Significant Damage
Kharif,Black-Cotton,Bactericides,1296,20,43,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1385,30,44,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1478,20,42,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1478,50,35,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1785,20,48,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,1898,20,52,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,2139,30,50,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,2401,15,45,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,2541,10,30,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,2688,25,55,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,2999,20,44,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,3164,30,30,0,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,488,30,15,15,Summer,Significant Damage
Rabi,Alluvial,Herbicides,677,20,30,3,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1385,20,25,12,Winter,Significant Damage
Rabi,Alluvial,Herbicides,1478,40,39,7,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1785,20,50,7,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2016,15,20,5,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2139,40,53,5,Winter,Significant Damage
Rabi,Alluvial,Herbicides,2139,15,51,1,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2688,30,31,14,Summer,Significant Damage
Rabi,Alluvial,Herbicides,2687,20,40,16,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,625,25,30,2,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,2267,40,35,19,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,2541,25,49,2,Winter,Significant Damage
Kharif,Alluvial,Herbicides,731,20,30,4,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,789,40,24,7,Winter,Significant Damage
Kharif,Alluvial,Herbicides,2541,50,40,10,Monsoon,Significant Damage
Rabi,Black-Cotton,Insecticides,915,0,0,0,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,1478,0,0,0,Monsoon,Significant Damage
Rabi,Alluvial,Insecticides,1678,0,0,0,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,1898,0,0,0,Winter,Significant Damage
Kharif,Black-Cotton,Insecticides,2267,0,0,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,577,30,33,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,677,40,33,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,677,20,36,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,984,30,41,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1296,20,44,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1478,20,48,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1678,30,48,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1785,30,50,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1898,35,52,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1898,25,51,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2139,30,52,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2138,30,58,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2139,25,58,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2267,20,46,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2267,10,50,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2401,20,55,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2541,5,47,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,3164,10,59,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,3337,10,61,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,489,40,32,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,851,15,34,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,984,30,31,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,984,60,31,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1296,40,41,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,1296,20,20,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,1576,40,47,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,1898,15,23,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,2016,30,40,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,2015,20,51,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,2138,20,51,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,2401,20,50,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,2688,20,57,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,3164,20,45,0,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1132,30,34,6,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1385,20,32,11,Winter,Significant Damage
Rabi,Alluvial,Herbicides,1385,20,40,8,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1478,40,40,4,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1478,20,22,22,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1678,40,40,10,Winter,Significant Damage
Rabi,Alluvial,Herbicides,2267,50,41,10,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,3164,40,50,5,Summer,Significant Damage
Rabi,Alluvial,Herbicides,3702,20,60,5,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1056,20,41,2,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,1678,20,24,22,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,2139,30,34,13,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,2541,10,11,38,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,3336,35,30,18,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,3336,20,33,26,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,3895,60,46,15,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,1385,30,40,6,Summer,Significant Damage
Rabi,Black-Cotton,Insecticides,2016,0,0,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Insecticides,3516,0,0,0,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,3702,0,0,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,626,40,32,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,732,20,36,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,731,45,36,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,851,40,25,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,851,40,41,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,915,40,37,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,916,30,38,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,916,20,38,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1056,20,32,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1056,20,32,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1132,40,43,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1212,15,40,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1212,20,43,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1212,40,31,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1297,25,45,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1297,5,44,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1296,20,45,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1576,10,47,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1898,20,51,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1898,15,43,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2016,5,52,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2015,20,52,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,2139,20,51,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2139,60,54,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2267,5,52,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2687,20,61,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2840,20,60,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,2840,20,60,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,3702,20,66,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,448,15,10,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,577,30,30,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,625,30,32,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,731,35,36,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,916,40,19,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,1212,40,33,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1212,20,42,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1385,20,40,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,1478,20,12,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,2016,10,30,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,2139,20,40,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,2999,10,50,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,3164,20,25,0,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1898,30,38,6,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1898,40,32,18,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2840,20,46,11,Summer,Significant Damage
Rabi,Alluvial,Herbicides,3337,60,25,26,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,531,20,17,13,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,531,30,30,6,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,677,20,26,6,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1478,40,23,21,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1478,20,17,27,Winter,Significant Damage
Rabi,Black-Cotton,Herbicides,2402,20,40,10,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2542,40,35,4,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,3337,10,16,44,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,984,20,23,11,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,984,70,35,5,Summer,Significant Damage
Kharif,Alluvial,Herbicides,1575,30,29,16,Summer,Significant Damage
Kharif,Alluvial,Herbicides,2840,40,48,8,Monsoon,Significant Damage
Kharif,Black-Cotton,Insecticides,531,0,0,0,Monsoon,Significant Damage
Rabi,Alluvial,Insecticides,1056,0,0,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,311,45,31,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,677,10,30,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,731,25,38,0,Monsoon,Significant Damage
